,customer_id,churn,country_Germany,country_France,country_Spain,gender_Female,gender_Male,age_bin_18_24,age_bin_25_29,age_bin_30_34,age_bin_35_39,age_bin_40_44,age_bin_45_49,age_bin_50_59,age_bin_60+,balance_tier_Zero,balance_tier_Low,balance_tier_Medium,balance_tier_High,balance_tier_Premium,balance_tier_Ultra,salary_tier_Low,salary_tier_Lower_Mid,salary_tier_Mid,salary_tier_Upper_Mid,salary_tier_High,credit_score_tier_Poor,credit_score_tier_Fair,credit_score_tier_Good,credit_score_tier_Excellent,customer_value_tier_Low,customer_value_tier_Medium,customer_value_tier_High,customer_value_tier_Premium,log_balance_scaled,log_salary_scaled,wealth_index_scaled,balance_to_salary_ratio_capped_scaled,tenure_tier_New,tenure_tier_Growing,tenure_tier_Established,tenure_tier_Mature,tenure_tier_Veteran,is_active_member,has_credit_card,has_single_product,has_multiple_products,products_per_year_capped_scaled,germany_poor_credit,germany_high_value,female_45_plus,male_young,active_multiple_products,inactive_single_product,zero_balance_active,zero_balance_multiple_products,poor_credit_high_value,excellent_credit_low_value,composite_risk_score_scaled,geographic_risk_score,demographic_risk_score,engagement_risk_score,credit_risk_score,is_zero_balance,is_high_balance,products_3_plus
age_bin_35_39,0.006323309186768254,-0.0961364277990839,-0.024129939275770125,-0.00010974430381906124,0.02436071289980288,-0.017886603151924602,0.01788660315192457,-0.11987093768209901,-0.20074203613256092,-0.27713365381121874,1.0,-0.24552852374446557,-0.1769578941347236,-0.16898532110203082,-0.12906974330864088,0.009481904442396926,-0.003729513861160867,-0.01698808548917244,-0.012781516141413686,0.00294692933592176,0.00028465332523169894,0.011499595826433055,-0.011326411656298762,0.05374076759948493,-0.005335644426591805,-0.03572353579009166,-0.0006423614081125529,-0.0034215387512032255,-0.0029792626079246953,0.008096926460098004,0.009632111995605243,-0.010047973418774296,-0.007506723461474425,0.0016166542720474307,-0.008880001176623424,-0.02242393990424321,-0.009274889716786635,0.0033128066796025246,-0.00013380920818144713,0.01012514196103162,-0.013543851921312274,0.01755200002389113,-0.013029696928173564,-0.024623288549956317,0.012343251596094973,-0.030567033386013673,0.030567033386013666,0.0128722754165934,-0.025406448435540362,-0.022411503245044883,-0.19736135057080456,-0.2786699899119456,-0.006129013570895415,-0.013034199977174617,-0.013558365419275685,0.020323611070620168,-0.006903794147646038,0.007734340369985652,-0.07133437947054082,-0.024129939275770108,-0.16843836251663555,-0.004162808472184086,-0.0027212472861361603,0.009481904442396926,0.003035979848957637,-0.025714243002763787
age_bin_40_44,-0.006983684718213571,0.03672745500408996,0.019926933485260416,-0.011168195413324656,-0.0070767533403513,-2.362239472140596e-05,2.3622394721392265e-05,-0.09808877849478684,-0.16426451229587458,-0.22677474713872417,-0.24552852374446557,1.0,-0.14480226830891776,-0.13827841886418152,-0.1056160376033402,-0.010663556553693561,0.021840697344304747,0.011186600848941056,0.01088620556485308,-0.005929767776330749,0.008953889336635741,-0.01767623496777632,-0.004268977762864759,-0.004940886961778693,0.018088111951256106,0.009583335281614857,-0.010195046206797936,0.014054116113622873,0.006120813486710237,-0.012590245896660789,-0.009826455423041171,0.0033812639181616364,-0.0013773975647972626,0.013435024536993934,0.010323315173331158,0.02057238687901499,0.01068438543677895,-0.003610761722250687,-0.005520159000321127,0.0032239103572865723,0.0014951911811775579,-0.006545776304674093,0.006137033406041398,-0.03579045092825565,-0.011932864689099378,0.0034549616921955976,-0.0034549616921956063,0.0002788329817416183,0.01797969448016297,0.01372728738809127,-0.16149814270171187,-0.2280319103376737,-0.029346029656516177,0.015571559975517402,-0.01947023595982818,-0.012485276548083188,-0.012285210514331587,-0.008034711397261998,-0.013664282264002082,0.01992693348526042,-0.12651186192577293,0.02744251713787835,-0.002567779019871885,-0.010663556553693561,-0.00046800869448316895,0.02785045582053319
age_bin_45_49,0.010040536611919967,0.18461723655501497,0.040135913809602124,-0.034064454665536,-0.000852501925096068,0.03960643135050704,-0.039606431350506996,-0.07069477474947018,-0.11838910499538532,-0.16344162822551636,-0.1769578941347236,-0.14480226830891776,1.0,-0.09966034672188091,-0.07611983860821094,-0.02120626451419971,0.020005101586116514,0.006109895770258572,0.0022915882267816076,0.013407095688858802,0.0062743666876700546,-0.02765599117748289,0.0011086633984997308,0.0012061226550138676,-0.0016209259755343155,0.024125863619619683,0.011099562301832904,-0.000565377228904629,0.0012389712791938841,-0.01274668110077604,-0.021404122680936218,0.011650071374970185,0.01587637533026583,0.0018089287328744992,0.020930927008914708,0.02993821731290518,0.021453088681112484,-0.0052749605887410615,0.010845299983601618,-0.003709783583004562,-0.003498640757494663,0.0012596301690083835,-0.003281107384564177,-0.040883458194547945,0.0024768034052740965,0.04893432815162088,-0.04893432815162091,0.005729164966807491,0.01403887006934066,0.0413655679679972,0.40565533430105893,-0.16434769383808773,-0.029321418814832717,0.07382012101166403,-0.027161048368562903,-0.04712354431888548,0.014034161578785172,-0.024616783025182637,0.20134795330516003,0.04013591380960212,0.4420852636120987,0.06281449925908784,0.011552228544002643,-0.02120626451419971,0.01676060323235524,0.03694629471074165
age_bin_50_59,0.0036862688459403173,0.273235627466576,0.04828657179851318,-0.038139162720135816,-0.004318562764468752,0.018689784461241178,-0.01868978446124114,-0.06750972749585155,-0.11305526108598493,-0.15607801032091967,-0.16898532110203082,-0.13827841886418152,-0.09966034672188091,1.0,-0.0726903732231927,-0.03717590869531869,-0.00755886640083379,-0.004271819011062616,0.006811313395107659,0.03079806755621264,0.003352833509832802,0.010589298187914622,0.008237677349097153,0.0029987785447815355,-0.007325105275033024,-0.012098373885663273,0.0022919244267494672,0.010948664990415689,-0.004962037789150005,-0.010255768448202366,-0.03736181518779669,-0.012750665676404484,0.0426638870866418,-0.0038825042345185137,0.0374405881826466,-0.01891398289895372,0.03708248715553482,0.03357870524299695,0.00924965028139205,-0.005931131541097814,0.006311730717997822,-0.011873097453936882,0.003146072380466547,0.03436433002966955,-0.019532537000532552,0.06760222738504326,-0.06760222738504322,-0.017257488043074035,0.03953354670415435,0.05499016711441048,0.3575075776143397,-0.15694325450360136,-0.01207496129721228,0.026100872022199968,0.001124917805770066,-0.07000785843161073,0.020554421218067186,-0.012682875841435196,0.17394352634916502,0.04828657179851318,0.407347999569609,0.023255988964471945,0.00896099962187378,-0.03717590869531869,0.031952517917021424,0.08130170965846419
age_bin_60+,0.0013085595623652526,0.04432781272884209,-0.00927208140531233,0.009195426003028261,-0.001338871635861487,0.001833744776226195,-0.0018337447762261938,-0.05156343250349385,-0.0863507755164666,-0.11921123442480117,-0.12906974330864088,-0.1056160376033402,-0.07611983860821094,-0.0726903732231927,1.0,0.0006953062611234615,-0.005773406469257021,0.018240074921152736,0.0032870804797316576,0.0023424698778629167,-0.013582321941854308,0.01142347416658403,0.012449374595683954,-0.011708019313440489,0.0025273720959471902,-0.012417524999825763,-0.009746283354508356,0.0036015812230368142,-0.005968426004745182,0.012803109516603977,0.0005480915911772472,0.013143289586710068,-0.0012427691556380425,-0.004325064628774184,-0.0012018884574357361,-0.004113435474571229,-0.0012745644388714166,0.0016204430392534827,0.009974069667280145,0.005321512392854167,-0.004761607349560125,-0.008897022725781445,-0.00046290695580252975,0.1291231591212741,0.0018741311198652143,0.015753974016929,-0.01575397401692904,0.006051439574911733,0.005195904850768486,-0.0085167266606953,0.2536366758560479,-0.11987210155710569,0.07044144341800368,-0.059427767221392716,0.07403426941281148,-0.005694191788419314,0.0057742175832012224,0.006522182072645733,-0.07093419219577866,-0.009272081405312327,-0.06507488275638025,-0.07926820099333974,-0.00829853663173747,0.0006953062611234615,-0.00576311073402986,0.014762591342826006
balance_tier_Zero,0.01055927608996031,-0.12235727218477076,-0.43565456013017945,0.25159122405369344,0.14611555381386399,0.004512986735981615,-0.004512986735981672,0.013656254083385022,0.023027336722940054,0.015424924292609103,0.009481904442396926,-0.010663556553693561,-0.02120626451419971,-0.03717590869531869,0.0006953062611234615,1.0,-0.018444538141939876,-0.06274655500443636,-0.31734161793306637,-0.593087317358219,-0.24657883681331072,0.01342266640446616,-0.013128465629965058,0.015238862624354674,-0.00656788489314008,-0.008858106796172245,0.009635375995739045,-0.007869898754902353,0.012033785049335182,-0.014190132977227706,0.9993506200460173,-0.11342617918910076,-0.690589573989952,-0.32706754356830275,-0.9991940693739867,-0.0223221395524307,-0.9990356053994739,-0.6024030773492864,-0.022321095411996148,-0.005157476222942515,0.010007800134417481,0.016357178809466143,-0.0013883945903854242,0.004115697382783271,0.01835770699888517,-0.3887738023049731,0.38877380230497316,0.11860428076500834,-0.18610388321878615,-0.36114380058736356,-0.02322872613800552,0.021806312747702575,0.23993101965618696,-0.2103376324738482,0.637737458423676,0.8103615537206128,-0.308122986795153,0.3505682253813885,-0.4248514623967827,-0.43565456013017945,-0.022446186282556083,-0.2748076548198506,0.0056433067927354,1.0,-0.7230923721970495,-0.006931025374166407
balance_tier_Low,0.020544325674042498,0.028165781344647842,-0.014180331535811948,0.008098841851588696,0.004860604313680937,0.01045066575108828,-0.010450665751088276,-0.0053619355656020174,-0.008979373014542496,-0.0123964392331397,-0.003729513861160867,0.021840697344304747,0.020005101586116514,-0.00755886640083379,-0.005773406469257021,-0.018444538141939876,1.0,-0.0020423680459745242,-0.010329306207783332,-0.019304686693309817,-0.008026014130743341,-0.013969071869090199,0.002927266997315584,0.0029356169545019114,-0.00937073079184864,0.014855466813278487,-0.0040111530044280455,1.2130119040054414e-05,0.0051735043630079134,-0.0013318520544279978,0.00703591224995241,0.07946037208328326,-0.022478334925327952,-0.010645880077592353,0.00908355058528444,0.012449785221339894,0.009300479802801296,-0.01719462884892401,0.001522545956584022,-0.0023660949349915373,-0.012254952959658427,-0.0020131160449702945,0.014153926420138503,-0.0007403055971753196,-0.011046548921512885,0.007756873342404523,-0.007756873342404526,0.008683734613739889,-0.006057585540607734,-0.011755044691605416,0.003977406406493178,-0.012465160937820581,-0.01447839374731797,-0.004820866605868785,-0.011762772876439256,-0.014946744586361402,-0.01002924451256573,0.01003623229864144,-0.003192577113505573,-0.014180331535811946,0.013886493092325498,0.005943231959326749,-0.0042889432789065506,-0.018444538141939876,-0.023536284265466896,-0.004497919837802996
balance_tier_Medium,-0.014101226371034373,0.023829920515972342,0.004703329961359618,0.005806798000702074,-0.011449374350683017,0.0185686083373088,-0.018568608337308817,-0.0008867895293374318,-0.004373253791674199,-0.00018653321342195474,-0.01698808548917244,0.011186600848941056,0.006109895770258572,-0.004271819011062616,0.018240074921152736,-0.06274655500443636,-0.0020423680459745242,1.0,-0.035139311981502365,-0.06567269812470247,-0.02730373258715301,-0.005406692185765768,0.011772904368154228,0.0009105210814744459,0.0007082142296640622,-0.004406998335684087,-0.012223494784926748,0.012856639739422748,0.006330146120075378,-0.009169595188148206,-0.06278732783649761,0.5531928823929424,-0.0764691459306931,-0.03621626601429402,0.047289684280521736,0.0026890649167013534,0.04731129500977275,-0.02105503949497455,-0.003402688004111776,0.020342585330708287,-0.008475484061310259,-0.002314046280867153,-0.006258710856870583,0.0035244747751762913,0.01940119809570842,0.02397173341315959,-0.023971733413159585,-0.0017387262808589996,-0.010237295174900504,-0.039989537967571556,0.015424812116895226,-0.015502930474664197,-0.013397232943671027,0.01002970339870588,-0.040015828513370585,-0.050847395804010626,-0.034118530787698303,-0.022049768807725915,0.013145868511007611,0.004703329961359617,0.015291663271808914,0.014302715838963245,-0.005451950819449353,-0.06274655500443639,-0.08006818841969934,0.025513372590408943
balance_tier_High,0.012028244239691283,-0.0051214460533648126,0.09369058323250831,-0.06124464717738836,-0.02315523884515337,0.006991831701326833,-0.006991831701326851,-0.005299234420386521,-0.004034333718451524,0.0010165704950183246,-0.012781516141413686,0.01088620556485308,0.0022915882267816076,0.006811313395107659,0.0032870804797316576,-0.31734161793306637,-0.010329306207783332,-0.035139311981502365,1.0,-0.33214062948076317,-0.13808902614982232,-0.006595312720576759,0.008819197848770033,-0.00868221241527253,0.010426005623008024,-0.0014211326825437575,-0.013434616112472137,0.0061360196706837684,0.003006763016798648,0.003904028262854339,-0.3175478271264307,0.22090275229544523,0.3754008214610802,-0.18316429406614637,0.29205007629000207,0.003356172497223362,0.2919472671679938,0.07675980633577081,0.011508798331618829,-0.008571044426525698,0.020284637387585007,-0.005624408821202643,-0.014904873960457083,0.009902005989957448,-0.021818691380357347,0.11501754928046878,-0.11501754928046876,-0.034302092663309185,0.024079385047141792,0.1437455848732904,0.004043674287926851,-0.013998399797004932,-0.07624302714663653,0.04412372984482563,-0.20238063687268978,-0.25716144656844925,0.06331792699232439,-0.11151702763600357,0.0966712867081874,0.09369058323250831,0.009443590836090532,0.07352578411910954,-0.010742844227782404,-0.3173416179330663,-0.40494603179856264,-0.014462396853564347
balance_tier_Premium,-0.013018970563771243,0.10564175096171934,0.3279058452545537,-0.18282123648042725,-0.1175581660382231,-0.006597621648543577,0.006597621648543587,-0.012836162718904774,-0.025132490160439655,-0.0033469659303817178,0.00294692933592176,-0.005929767776330749,0.013407095688858802,0.03079806755621264,0.0023424698778629167,-0.593087317358219,-0.019304686693309817,-0.06567269812470247,-0.33214062948076317,1.0,-0.2580778739619366,-0.010756854582241243,0.007399429017185635,-0.0034892215476260576,0.0007965946384245546,0.006327326324824133,0.0054989167808133285,0.002281354922553385,-0.01627554130853248,0.009133013714417437,-0.5934727066371467,-0.11871573227880852,0.6031954712637837,0.00607639539354854,0.601237363917523,0.014729432978433881,0.60116515154609,0.3846303050392657,0.018949568610696396,-0.0009318305575495773,-0.02179256411894188,-0.010853742606967231,0.01562380294114106,-0.006105414597695681,-0.0013832394013398941,0.24270275615697073,-0.24270275615697054,-0.07670445794489347,0.15485988447955623,0.3541509737999646,0.02124384580160782,-0.01091726014327445,-0.14475929539686608,0.14044670379048077,-0.37823399839534716,-0.4806151599863937,0.21498983939089597,-0.20841683228056873,0.30631011633191774,0.3279058452545537,0.014487264541742668,0.1740287969759621,0.007245315567536985,-0.593087317358219,0.8202096165890637,0.012906525493090128
balance_tier_Ultra,-0.008066393160068209,0.02233869986606081,0.055266352505061685,-0.03641168870093954,-0.013329209142951728,-0.011009924164926759,0.011009924164926755,0.006016267473647702,0.01074597700076875,-0.019705878308921017,0.00028465332523169894,0.008953889336635741,0.0062743666876700546,0.003352833509832802,-0.013582321941854308,-0.24657883681331072,-0.008026014130743341,-0.02730373258715301,-0.13808902614982232,-0.2580778739619366,1.0,0.006524350307727614,-0.005043393398818411,-0.00901027712060136,-0.0026792557607707166,0.005713429185753853,-0.004677946183163199,-0.0019894971247883635,0.0013613900948990254,0.00599260360672101,-0.24673906421547642,-0.0493566230806255,-0.30050531147669274,0.7539079974831452,0.2675805056344847,0.006208355923726691,0.26754218076295716,0.26083991378988464,-0.007983913013414947,0.014782978816416055,-0.0016027774890596134,-0.001112779008763055,-0.004804204136522218,-0.009558701045067218,-0.005658158500744447,0.08611838894139424,-0.08611838894139409,-0.02532360058707191,0.02203298130513846,-0.15714924518243778,-0.006718511929631512,0.004829316955162132,-0.05462780200093574,0.05505213430937513,-0.15725256069038715,-0.19981800931465493,0.08094564661581545,-0.08665027656461864,0.06632840806872078,0.05526635250506166,-0.004203623022089423,0.0669197216109343,-0.006192577617414809,-0.24657883681331072,0.3410059990870912,0.0007815869398615161
salary_tier_Low,-0.017092212257389935,-0.0061608808764579085,0.00029072570085083356,-0.0036880677688454614,0.003979803225604428,-0.003453219320662073,0.0034532193206620815,-0.0034523854901752243,0.014793703124034224,0.0006223164633777877,0.011499595826433055,-0.01767623496777632,-0.02765599117748289,0.010589298187914622,0.01142347416658403,0.01342266640446616,-0.013969071869090199,-0.005406692185765768,-0.006595312720576759,-0.010756854582241243,0.006524350307727614,1.0,-0.2173503861195605,-0.21725228971564176,-0.21803645275015274,-0.4401022213868849,-0.01499210617547873,0.014253773943310677,-0.011701859067382612,0.011947794104860503,0.013064365491123846,0.03240670454054118,0.030783058312538622,-0.07219785409089091,-0.01316441724572311,-0.7989687054961303,-0.027403240809202666,0.5431069264091072,-0.0001283932477026919,0.011164952608306652,-0.006881271964391818,-0.0002172213652385668,-0.0037601994364484517,0.003934115863438134,0.007856574896815575,0.007854316501430406,-0.0078543165014304,0.002527632261460547,-0.0012896341173447505,0.028631562008458174,-0.005720854802833775,0.018209066507445828,-0.0099956746983475,-0.005567285383597674,0.005095110204756075,0.012936805683069028,-0.021880675881509767,0.02968172534238577,-0.004645206266525553,0.0002907257008508298,-0.010620048683688203,0.00274287120703986,-0.007587031053130947,0.01342266640446616,-0.006603458720783353,-0.023515115387202377
salary_tier_Lower_Mid,0.0009764360539515586,0.005598048522530651,0.005965051241003264,0.010649174220367725,-0.018325294458104862,-0.011166519649998435,0.011166519649998463,0.002886815866284252,-0.016969885139136224,0.014452017792819844,-0.011326411656298762,-0.004268977762864759,0.0011086633984997308,0.008237677349097153,0.012449374595683954,-0.013128465629965058,0.002927266997315584,0.011772904368154228,0.008819197848770033,0.007399429017185635,-0.005043393398818411,-0.2173503861195605,1.0,-0.14527857796921628,-0.145802954907655,-0.29430034991974924,-0.004058381105170129,-0.006185372116244248,0.011131251086800333,-0.00034231556262397995,-0.01273896452245467,0.02207963856427825,0.02597310076161448,-0.027550535499713584,0.01299292668378692,-0.06580485783730897,0.011812345153830152,0.027999508334400777,-0.009178590803648874,0.011867054396066503,-0.006703420634937321,0.010400364121114716,-0.007024380216059609,0.017635887200027896,0.016952175629534192,-0.0012977821772469117,0.0012977821772469718,-0.008212942326546839,-0.007858492983227423,0.013534928708927722,-0.0007612829738789331,0.004529809774015294,0.016176431438487935,-0.005476138676495197,0.0040936683626903335,-0.008888047902652888,-0.0043716506760233835,-0.008497166303586564,-0.00766323030838247,0.00596505124100326,-0.00453507122521948,-0.013239365323145286,-0.008022384942125657,-0.013128465629965062,0.004213512750042955,0.0010667909425053402
salary_tier_Mid,0.008163654170010637,-0.015141396421775534,-0.02020089968738363,0.0043425120984184285,0.015257879957353844,-0.013310397512442887,0.013310397512442822,-0.020071620248588058,-0.015935278319301128,-0.024931935014933505,0.05374076759948493,-0.004940886961778693,0.0012061226550138676,0.0029987785447815355,-0.011708019313440489,0.015238862624354674,0.0029356169545019114,0.0009105210814744459,-0.00868221241527253,-0.0034892215476260576,-0.00901027712060136,-0.21725228971564176,-0.14527857796921628,1.0,-0.1457371498920187,-0.2941675238111102,0.011673351551586665,-0.0059750632030999935,-0.0027127496547373797,-0.0025058772338512436,0.015623590819858455,0.00785394498268963,-0.0020970329896345483,-0.02085117228586531,-0.015288075777828512,0.06288046284900004,-0.01415835995743986,-0.08089547235133848,-0.006495977959914234,0.012023988632660965,0.00020522147844528906,-0.015014900491816068,0.007723445400976704,-0.014520154174697026,-0.010927471578811796,0.0038165103791352804,-0.003816510379135302,-0.0017490751674986292,-0.011656530381921106,-0.012516674286033825,0.00028912302576221535,-0.021342551553169897,-0.011087458907209441,0.009922923971153692,0.01348269999894455,0.006839846085201372,0.0008932264904684124,-0.005989380968659736,-0.0052939394905821835,-0.020200899687383634,-0.008447173907956242,0.01282247382684298,0.00895208729342843,0.015238862624354671,-0.0087302742755846,0.016352819248161315
salary_tier_Upper_Mid,-0.0003935294693069701,-0.002918111996179495,-0.004250683009138132,-0.0022697343167274162,0.006897908493507418,0.014635602703172195,-0.014635602703172206,0.002420916802853776,-0.00378351108345466,-0.004500625566694674,-0.005335644426591805,0.018088111951256106,-0.0016209259755343155,-0.007325105275033024,0.0025273720959471902,-0.00656788489314008,-0.00937073079184864,0.0007082142296640622,0.010426005623008024,0.0007965946384245546,-0.0026792557607707166,-0.21803645275015274,-0.145802954907655,-0.1457371498920187,1.0,-0.2952293091595089,0.007486060329713657,0.0006132765531350551,0.0022279041745197296,-0.011325224398086654,-0.006805445604379745,0.0034029796380514203,0.001725591395457895,0.0052247220534192215,0.006418865028878688,0.15978927331892753,0.00926444154467467,-0.12432583957565004,0.012976180175151024,-0.013697759582431844,0.010991996967361852,0.0018285145373999948,-0.00960341565538466,0.002238376553908815,-0.0014584354682886968,0.0097612448626195,-0.009761244862619476,-0.0019080674700911865,0.00836491699564348,-0.01363343217082012,0.0013041421777135454,-0.018055359650416422,-0.00836856194693835,0.00022115723538010062,-0.010751016097383373,-0.006776192335136666,0.0050389184720898,-0.011456850942272964,0.005613811456283238,-0.004250683009138135,0.007389003456692465,0.0052624017943295395,0.008382395238324437,-0.00656788489314007,-0.0008113405732855924,0.005742359295236346
salary_tier_High,0.009187410843736993,0.014056714804578032,0.012465021541073788,-0.005469283045361923,-0.006183664293864118,0.009817176060529936,-0.009817176060529896,0.01322208667177489,0.01209035662364223,0.009756742975545766,-0.03572353579009166,0.009583335281614857,0.024125863619619683,-0.012098373885663273,-0.012417524999825763,-0.008858106796172245,0.014855466813278487,-0.004406998335684087,-0.0014211326825437575,0.006327326324824133,0.005713429185753853,-0.4401022213868849,-0.29430034991974924,-0.2941675238111102,-0.2952293091595089,1.0,0.0029345908882074524,-0.0047352041945182164,0.003078472666451238,-0.0008566216347202384,-0.008908225038668175,-0.05177037426941451,-0.045002965420157706,0.09391989190247578,0.008858303702924683,0.6025051972302695,0.019596447547966207,-0.36096518600131927,0.001948582534808491,-0.01692090579284914,0.00301086622358477,0.0021039707710639854,0.009489582613189699,-0.0071908545531264995,-0.010130977096316995,-0.015451864825122877,0.015451864825122877,0.005922663553852598,0.008803806356450866,-0.016767974564929844,0.004514220891948554,0.00782136581308022,0.011159120711435691,0.0017419046901337497,-0.009208489991786502,-0.005422467652909586,0.018381406898427186,-0.00853236274041053,0.00917497071131512,0.012465021541073804,0.013281746809812082,-0.0057797902550562625,0.00032920892268745134,-0.008858106796172239,0.00953968054760508,0.004972747230620697
credit_score_tier_Poor,-0.00512420099786267,0.02271673206444701,-0.009028852308341506,0.016806892022831834,-0.01039927755301938,-0.007592336871422968,0.007592336871422977,-0.00895521664832136,0.00461947943709004,0.006794032118814732,-0.0006423614081125529,-0.010195046206797936,0.011099562301832904,0.0022919244267494672,-0.009746283354508356,0.009635375995739045,-0.0040111530044280455,-0.012223494784926748,-0.013434616112472137,0.0054989167808133285,-0.004677946183163199,-0.01499210617547873,-0.004058381105170129,0.011673351551586665,0.007486060329713657,0.0029345908882074524,1.0,-0.3930131458259963,-0.3148974604318563,-0.26749074136932066,0.00928650510356176,0.0009006161013756493,-0.0091848995261007,-5.5140298138549036e-05,-0.009158316179454763,0.0039769351389009585,-0.009082304164932583,-0.012967887753293859,0.006009585110966047,-0.0028327013509311986,0.0025679920303510535,0.0022275362770385852,-0.006668874965278109,-0.024339120459429733,-0.00949914270558848,0.021738010370668307,-0.021738010370668373,-0.016108499329162106,0.4445734094329759,-0.004183700037735887,0.0034006100393227192,0.0007997354066478117,-0.030256430093353007,0.02252301043891255,-0.0020532749342363032,-0.007188559044817086,0.7360581864009433,-0.14710454986734417,0.33511406303601715,-0.009028852308341506,0.00017456280945201674,0.03222352059829733,0.8375039669255653,0.009635375995739041,0.00258065961410833,-0.007956031343130433
credit_score_tier_Fair,0.0004454458513542356,0.003411209139683054,0.012358324547948047,-0.020861999606067102,0.011752411217870488,-0.0005425811712532216,0.0005425811712532374,0.001801623246992298,-0.003539905566985778,-0.01677972851571597,-0.0034215387512032255,0.014054116113622873,-0.000565377228904629,0.010948664990415689,0.0036015812230368142,-0.007869898754902353,1.2130119040054414e-05,0.012856639739422748,0.0061360196706837684,0.002281354922553385,-0.0019894971247883635,0.014253773943310677,-0.006185372116244248,-0.0059750632030999935,0.0006132765531350551,-0.0047352041945182164,-0.3930131458259963,1.0,-0.4001989973154762,-0.33995042811830234,-0.008309664112726307,-0.0028055264032057848,0.007126858253432524,0.002343622768007772,0.007616061382778408,-0.0024753078871480472,0.00756768333378553,0.014269652319865314,-0.011050914790195777,-0.00797143137646804,-0.0018736862166267025,0.01458202090186463,0.004696189727257238,-0.0011878830610413474,0.015816418593191345,-0.008267448287431724,0.00826744828743172,-0.0024113804546514457,-0.17472319419184268,0.005859202936110723,0.004835562870826411,-0.003073082320118406,0.007720483628431525,-0.00036407318984056305,-0.0032064751493569078,0.00030199501269956937,-0.28928054334841313,-0.18695321733214035,0.07357604286851967,0.012358324547948036,0.00412039822272353,-0.004952099713629255,0.1733114127321112,-0.007869898754902363,0.0010417866205137875,0.010046978986636944
credit_score_tier_Good,-0.0008044750275739853,-0.024659192875446653,-0.02108007708673655,0.01054206929017886,0.00896007378293245,0.005601942739676091,-0.005601942739676091,0.010096188276630176,-0.0010649019392556954,-0.0010574335322155104,-0.0029792626079246953,0.006120813486710237,0.0012389712791938841,-0.004962037789150005,-0.005968426004745182,0.012033785049335182,0.0051735043630079134,0.006330146120075378,0.003006763016798648,-0.01627554130853248,0.0013613900948990254,-0.011701859067382612,0.011131251086800333,-0.0027127496547373797,0.0022279041745197296,0.003078472666451238,-0.3148974604318563,-0.4001989973154762,1.0,-0.27238154149319505,0.012648726396474819,0.014402367173012926,-0.008706264936266011,-0.010571183665617843,-0.01235558599518561,-0.0005620521994142556,-0.012358726549938389,-0.0075820659069102255,0.010886128882844778,0.007824082648718436,-0.0004913076091871292,-0.0171497862809203,0.00013079053846170498,0.01602372072950328,-0.0040697223778732245,-0.005315983203894373,0.005315983203894369,0.01881670276129577,-0.1399950376059749,-0.01990135094887339,-0.00656530750342893,-0.005307327962411466,0.006727405983501252,-0.017777652606058673,0.011498523444101695,0.012341751800730804,-0.23178285362773388,-0.14979420913192582,-0.2427558841991177,-0.021080077086736544,0.0027285929675210496,-0.014922633697970018,-0.5750891611269703,0.012033785049335199,-0.015030369582792538,-0.0028272368928724517
credit_score_tier_Excellent,0.005917270049474527,-0.001749418651541455,0.018044686565485427,-0.00467479822121717,-0.012707526921384766,0.002761099496006054,-0.0027610994960060656,-0.0035185083316616288,0.0004170960657229113,0.014019103722109065,0.008096926460098004,-0.012590245896660789,-0.01274668110077604,-0.010255768448202366,0.012803109516603977,-0.014190132977227706,-0.0013318520544279978,-0.009169595188148206,0.003904028262854339,0.009133013714417437,0.00599260360672101,0.011947794104860503,-0.00034231556262397995,-0.0025058772338512436,-0.011325224398086654,-0.0008566216347202384,-0.26749074136932066,-0.33995042811830234,-0.27238154149319505,1.0,-0.013955177599692005,-0.013402898401253378,0.010944407896472243,0.008835626378197067,0.014330904536520502,-0.0007206985858549534,0.014310072655009222,0.00520557499304057,-0.0051498894903251125,0.004110049464744867,7.742404056506742e-06,-0.0011918165473125163,0.0014414680849701767,0.010309585200267686,-0.004287669437087805,-0.007826161568712542,0.007826161568712563,-0.00022929621278909232,-0.11891927088231277,0.019324173494531995,-0.002325622155161548,0.008663843135094449,0.01619920727070981,-0.004537149411562946,-0.006519886182451519,-0.006094884591799369,-0.1968887499713457,0.5499425853556541,-0.18669429054553102,0.018044686565485427,-0.008156345748170755,-0.012682868680055083,-0.4885114851429654,-0.014190132977227697,0.012434984536567419,-0.00036816364923728906
